Object,Parrot,Попугай,,AnimalByHomeType,pet,F1A33909B0F8BAD87B26AE37AB2EB6C3,Correct
Object,Canary,Канарейка,,AnimalByHomeType,pet,7C0B24FDF1FB0B0C9AF521D419422BEE,Correct
Object,Kitten,Котенок,,AnimalByHomeType,pet,ECB47F7D230295B1C30770DE0F430925,Correct
Object,Puppy,Щенок,,AnimalByHomeType,pet,DCC9619F37B285246D2B35E073418791,Correct
Object,Dog,Собака,,AnimalByHomeType,pet,3EA0D944FA29BF009C94057505F97163,Correct
Object,Hamster,Хомяк,,AnimalByHomeType,pet,57FC0E8E2ABBD8053D4AC6A3B4FFE0D3,Correct
Object,Goldfish,Золотая рыбка,,AnimalByHomeType,pet,E70089CF4A5C12EF1224AC7068A33A0D,Correct
Object,Guinea Pig,Морская свинка,,AnimalByHomeType,pet,48A3C1041E1F40BF89D297690CB0D8E0,Correct
Object,Turtle,Черепаха,,AnimalByHomeType,pet,70C8039375B55DE462AAE10CF6B97C59,Correct
Object,Gerbil,Песчанка,,AnimalByHomeType,pet,78E24E891AE02F20847ABBF2A2A05B11,Correct
Object,Ferret,Хорька,,AnimalByHomeType,pet,3BCFA022DB9EF8653A0D3B437A9A913C,Correct
Object,Chinchilla,Чиншилла,,AnimalByHomeType,pet,D19AF5E4577B247E67C59D922E392327,Correct
Object,Aquarium Fish,Аквариумная рыба,,AnimalByHomeType,pet,0591976D369A3AF60B966D069BDFD258,Correct
Object,Bunny,Кролик,,AnimalByHomeType,pet,816339EA81EF6797E5263AAF1D5BB0F3,Correct
Object,Lion,Лев,,AnimalByHomeType,wild animal,660F15AC8473515DDE0B6BF9B92EFE34,Correct
Object,Gorilla,Горилла,,AnimalByHomeType,wild animal,1EC45392343A314DCA3636D6F7EB98D2,Correct
Object,Penguin,Пингвин,,AnimalByHomeType,wild animal,F489A9F05C0151A6DFBA7A1EB9147B6B,Correct
Object,Fox,Лиса,,AnimalByHomeType,wild animal,DD980A1FF2D8B51B3257878A2B5EB2EF,Correct
Object,Meerkat,Сурикат,,AnimalByHomeType,wild animal,3D798C108516C9F36D13C11465D63619,Correct
Object,Flamingo,Фламинго,,AnimalByHomeType,wild animal,2925971305A74F3DE90C7001345D242A,Correct
Object,Seal,Тюлень,,AnimalByHomeType,wild animal,D80C356792B4843B5323A3E2B4BF9C17,Correct
Object,Deer,Олень,,AnimalByHomeType,wild animal,6F4312F2CF4ACE7D690854C8A338DA9D,Correct
Object,Raccoon,Енот,,AnimalByHomeType,wild animal,22EA742EAE363D38E1C85923F79DFEDA,Correct
Object,Tiger,Тигр,,AnimalByHomeType,wild animal,E20AEF81EABCDBE53F48C87568F4046C,Correct
Object,Zebra,Зебра,,AnimalByHomeType,wild animal,78E22C3484C8459F784690346CA0EAD5,Correct
Object,Giraffe,Жирафа,,AnimalByHomeType,wild animal,76EAF11E6EBF8C8CEC109C54422275F2,Correct
Object,Monkey,Обезьяна,,AnimalByHomeType,wild animal,D3FF6ABD6AE7ED70E8DBE9A865A74A89,Correct
Object,Rhino,Носорог,,AnimalByHomeType,wild animal,42A617C8C235D9ADA16EF3A6282852EE,Correct
Object,Hippo,Бегемот,,AnimalByHomeType,wild animal,1E9D0434D168936AAD3395DFA2BC94EF,Correct
Object,Polar Bear,Полярный медведь,,AnimalByHomeType,wild animal,F9B916D807D3456ECC2EC04AA704B4C8,Correct
Object,Koala,Коала,,AnimalByHomeType,wild animal,76B4D9E7DAA46DC2DB48E9295E2FD668,Correct
Object,Wolf,Волк,,AnimalByHomeType,wild animal,E72E9235B9B3AF35A18359A9812082EB,Correct
Object,Crocodile,Крокодил,,AnimalByHomeType,wild animal,3CAF3E4D351E42AE83C858F6C7F08150,Correct
Object,Panther,Пантера,,AnimalByHomeType,wild animal,933EDA6E215B4D62785E2DC70E01F2A8,Correct
