,#VALUE!,,Cartoon monsters,0,,Background,1792,1024,E8379F6EA6BAD67E0D9FE7DC2BCD2440,Correct
,#VALUE!,,Dinosaurces,0,,Background,1792,1024,63649C6B659E5EE51D05F2C9CD45A01A,Correct
,#VALUE!,,Dancing,0,,Background,1792,1024,7E3AF38986A09E66C41FBE2B4CC0352B,Correct
,#VALUE!,,Magic,0,,Background,1792,1024,657B53E3C0A52E1A2E600F752DA0486E,Correct
,#VALUE!,,Space,0,,Background,1792,1024,82792F08318BB9825C3D85FBCC2F1475,Correct
,#VALUE!,,Cars,0,,Background,1792,1024,7B6D36FA4684743638CE0F6195DE905D,Correct
,#VALUE!,,Drawing,0,,Background,1792,1024,2BB12A8D43FD2C05E89EADF8527C67C4,Correct
,#VALUE!,,Builging Blocks,0,,Background,1792,1024,FB4019A0B8AC4F7749250BBCF5D66FA4,Correct
,#VALUE!,,Singing,0,,Background,1792,1024,218ADE0E30BF8E4B4368F41182F1F135,Correct
,#VALUE!,,Videogames,0,,Background,1792,1024,42438526B22346E56481DE5A5BF45F13,Correct
,#VALUE!,,Experiments,0,,Background,1792,1024,629A6075536DE24FC9D15541F8F70C1E,Correct
,#VALUE!,,Candy,0,,Background,1792,1024,CDE5427B994292917BF5C43FC6DEC3D5,Correct
,#VALUE!,,Nature,0,,Background,1792,1024,373C2457E715E2C8620BB9674F973289,Correct
,#VALUE!,,Science,0,,Background,1792,1024,C6D93B14CEFCF439BD31482F22A6E2A4,Correct
,#VALUE!,,Space,0,,Background,1792,1024,A74819ABFAB0C51CEF587BA3409660EB,Correct
,#VALUE!,,Cars,0,,Background,1792,1024,8C2FE70090180420EB0755FA90196025,Correct
,#VALUE!,,Drawing,0,,Background,1792,1024,137EC8D017820A00344649E8F47F0FF2,Correct
,#VALUE!,,Builging Blocks,0,,Background,1792,1024,E9AADC2B7B98AF48A955FFBBB9F25C4A,Correct
,#VALUE!,,Animals,0,,Background,1792,1024,01A96E0FEB333B1DFCF6A2B61D56A54C,Correct
,#VALUE!,,Singing,0,,Background,1792,1024,ADE0A57E309F4228F716B713867DD8B5,Correct
,#VALUE!,,Cartoon monsters,0,,Background,1792,1024,C2B8C937578C4C11EC653251BD859514,Correct
,#VALUE!,,Dinosaurces,0,,Background,1792,1024,8ADBE68012F308D7C0441D3B58C93D5D,Correct
,#VALUE!,,Dancing,0,,Background,1792,1024,6E81C28B6980B1D553C04C04C19C109D,Correct
,#VALUE!,,Magic,0,,Background,1792,1024,CC715ED207060F3DAF399F71E2E96281,BadImage
,#VALUE!,,Space,0,,Background,1792,1024,9BC5B9E22B9111992E1A5EA6B5E51D93,Correct
,#VALUE!,,Drawing,0,,Background,1792,1024,E40B47F0461D6C2C62BAFEB2BE3C7A10,Correct
,#VALUE!,,Builging Blocks,0,,Background,1792,1024,EA1C14180E14A487B51472AEB52B1B08,Correct
,#VALUE!,,Animals,0,,Background,1792,1024,EA9041246B2570980CC469A941C6B34F,Correct
,#VALUE!,,Singing,0,,Background,1792,1024,0D6C586901B404A73B641AE60A2B7C35,BadImage
,#VALUE!,,Adventures,0,,Background,1792,1024,05735B8B24055DCC35E4FBC4AE4325EA,Correct
,#VALUE!,,Experiments,0,,Background,1792,1024,7056FC5B6CCACED05FF397E35E4EC8CB,Correct
,#VALUE!,,Candy,0,,Background,1792,1024,A22CB171F5A6A67B27917D82BCDE1F97,Correct
,#VALUE!,,Nature,0,,Background,1792,1024,29ACBFC934509C70F4B66058A7C0B9AB,Correct
,#VALUE!,,Science,0,,Background,1792,1024,C79F88F6AECB71E01C8E6793FCE8BF32,Correct
,#VALUE!,,Cartoon monsters,0,,Background,1792,1024,C3E674AED748093036099B0C82722BFC,Correct
,#VALUE!,,Dinosaurces,0,,Background,1792,1024,CFB502B6AFD643312BA4E8848F08D447,Correct
,#VALUE!,,Dancing,0,,Background,1792,1024,0A25E6F4151D72C7769D861A77F36FAE,Correct
,#VALUE!,,Magic,0,,Background,1792,1024,2D994EECBF5B904F9F68894694A3CF6B,Correct
,#VALUE!,,Space,0,,Background,1792,1024,DB231E3237EB6AD2228B5B66B7A1BFFD,BadImage
,#VALUE!,,Cars,0,,Background,1792,1024,5FE335933F222B2925DC1BF56A86FB62,Correct
,#VALUE!,,Drawing,0,,Background,1792,1024,22CFF5258690EC10ACF3D35150D7C3F8,Correct
,#VALUE!,,Builging Blocks,0,,Background,1792,1024,BBDFCE96020B461B7576A882899F1FE4,BadImage
,#VALUE!,,Animals,0,,Background,1792,1024,E197DF065A6B67C8A261C49A9329A49F,Correct
,#VALUE!,,Singing,0,,Background,1792,1024,148EDDFA1980316B83DE3B69648A54F7,BadImage
,#VALUE!,,Adventures,0,,Background,1792,1024,F9B56F65122A0060472865FCE83C5EE8,Correct
,#VALUE!,,Videogames,0,,Background,1792,1024,8FCF68C0F8A346D2774B86CE12146391,Correct
,#VALUE!,,Experiments,0,,Background,1792,1024,05C776D0E30794701A743F818984DC5A,Correct
,#VALUE!,,Candy,0,,Background,1792,1024,510A6AE4532CA67BCA1D8BAF5D181B3E,Correct
,#VALUE!,,Nature,0,,Background,1792,1024,82E5E5C6CA6D8CE724010AAA594B46BA,Correct
,#VALUE!,,Science,0,,Background,1792,1024,B717347CB5B60BDE93F522905652582C,Correct
,#VALUE!,,Cartoon monsters,0,,Background,1792,1024,28203A78AD9B89FB1919D7EB2035C339,Correct
,#VALUE!,,Cartoon monsters,0,,Background,1792,1024,AE08D8907794ACD33CBEDB3269DADB15,Correct
,#VALUE!,,Cartoon monsters,0,,Background,1792,1024,E8815BAAF26F10A19262D98F630C2306,Correct
,#VALUE!,,Cartoon monsters,0,,Background,1792,1024,ACE98EC4D0CE213F26771D60AC8F1AAE,Correct
,#VALUE!,,Cartoon monsters,0,,Background,1792,1024,062CB6E74086B19D8D0B906CE9AB5465,Correct
,#VALUE!,,Cartoon monsters,0,,Background,1792,1024,E30441DAEFBB4EF2DC95233EDB8BAA1F,Correct
,#VALUE!,,Dinosaurces,0,,Background,1792,1024,FACF0D6906FA7A05E3769CAE21C1B2B6,Correct
,#VALUE!,,Dinosaurces,0,,Background,1792,1024,E0BD0C7B084E29CC65668ADAC853A3CE,Correct
,#VALUE!,,Dinosaurces,0,,Background,1792,1024,1DD3C4AEB11A08FEE446B7A4E02EFF37,Correct
,#VALUE!,,Dinosaurces,0,,Background,1792,1024,4CF86233812DFA3C8662FBBAD296614E,Correct
,#VALUE!,,Dinosaurces,0,,Background,1792,1024,B3AB8F3C319F37A08F210319BADE1FBB,Correct
,#VALUE!,,Dinosaurces,0,,Background,1792,1024,5251B4E49B65AAFAC77007F65C049E15,Correct
,#VALUE!,,Dancing,0,,Background,1792,1024,3621C958D22F27D2A07DB7C7CFE495D9,BadImage
,#VALUE!,,Dancing,0,,Background,1792,1024,9079FAD7C12CCC35B3AA3B126023896D,BadImage
,#VALUE!,,Dancing,0,,Background,1792,1024,A89E9E58B03E117EA3903FA0033241EE,Correct
,#VALUE!,,Dancing,0,,Background,1792,1024,0BCCF0B84E29ADA5C76CF5E2C6D546CD,BadImage
,#VALUE!,,Dancing,0,,Background,1792,1024,04B54F3F1720395853BD3B253C44723C,BadImage
,#VALUE!,,Dancing,0,,Background,1792,1024,23199EB7A86DFBE48BC2CDB857ADF8AC,Correct
,#VALUE!,,Magic,0,,Background,1792,1024,121F3D99BC43E3B47CE1554EE11BEA4E,Correct
,#VALUE!,,Magic,0,,Background,1792,1024,11D35BABC70274756D9CF083895F41A4,Correct
,#VALUE!,,Magic,0,,Background,1792,1024,4C12F2FB0ADBB8DBB0A7E104D5100D4A,Correct
,#VALUE!,,Magic,0,,Background,1792,1024,75105DAE5E02EDEAB2AA709E9E89050D,Correct
,#VALUE!,,Magic,0,,Background,1792,1024,86B51B3F403710EBB3F723E23087C709,Correct
,#VALUE!,,Magic,0,,Background,1792,1024,81274BA341386F4ADC146DCEB11F8480,BadImage
,#VALUE!,,Space,0,,Background,1792,1024,CC45165BF233C6211AEDAF6150359387,Correct
,#VALUE!,,Space,0,,Background,1792,1024,AA3B063378F290DDD8CB7CC833D51643,Correct
,#VALUE!,,Space,0,,Background,1792,1024,C91FB36ECA08FD61BEFCAF8B70B9BD51,Correct
,#VALUE!,,Space,0,,Background,1792,1024,0802B596FC70474CD5E280E74B897068,Correct
,#VALUE!,,Space,0,,Background,1792,1024,46413649EBBAAC087D8D9D8B40F1085B,Correct
,#VALUE!,,Cars,0,,Background,1792,1024,28FC73203F31A22ACCE9BBDD24DFD16A,Correct
,#VALUE!,,Cars,0,,Background,1792,1024,0B1654306EDC8C055BE06D67154E2089,Correct
,#VALUE!,,Cars,0,,Background,1792,1024,3E516F531BAA01D4612478AC22C9C2AF,BadImage
,#VALUE!,,Cars,0,,Background,1792,1024,56FFD640E0CF481612F3D938325DBA70,BadImage
,#VALUE!,,Cars,0,,Background,1792,1024,F2CC406445DDEB82C56ECE6D2510707B,Correct
,#VALUE!,,Cars,0,,Background,1792,1024,C7228AAAB015D6186634D00A8EA899B5,Correct
,#VALUE!,,Drawing,0,,Background,1792,1024,11C5D60599B17B4F7F899678B641FC97,Correct
,#VALUE!,,Drawing,0,,Background,1792,1024,9CA93A03B00844C0D08A03669F0C4EEA,Correct
,#VALUE!,,Drawing,0,,Background,1792,1024,6F0A58C4A35F863054C5A7DAA666AD16,Correct
,#VALUE!,,Drawing,0,,Background,1792,1024,190D55451F08C577BF41A717E8A646BE,Correct
,#VALUE!,,Drawing,0,,Background,1792,1024,915C4A5A6C612B11F66226BCF04B510A,Correct
,#VALUE!,,Builging Blocks,0,,Background,1792,1024,138DE5F43967CA9772BDDCB4123EB1CD,Correct
,#VALUE!,,Builging Blocks,0,,Background,1792,1024,A14BD1B8F3C6910473E9A7EC7E3915F1,Correct
,#VALUE!,,Builging Blocks,0,,Background,1792,1024,C1A3E548B09AFAE154DAA753BC081EE5,Correct
,#VALUE!,,Builging Blocks,0,,Background,1792,1024,3DB15E9EA184A2D28E521CA09943FD46,Correct
,#VALUE!,,Builging Blocks,0,,Background,1792,1024,5B7AEA80A651A9EB72E6DFA2933413F6,Correct
,#VALUE!,,Animals,0,,Background,1792,1024,5C628CC96A23CC3D6FA2546622E3071B,BadImage
,#VALUE!,,Animals,0,,Background,1792,1024,D55C6AAB2376EF9AADB2AEF0C7007DC5,Correct
,#VALUE!,,Animals,0,,Background,1792,1024,91B333DC7A3E9F6E06216580973B1FD7,Correct
,#VALUE!,,Animals,0,,Background,1792,1024,690E9E7A56D38E6108345930ED051FD2,Correct
,#VALUE!,,Animals,0,,Background,1792,1024,A8CA29934745BA993749BFED2BCC1A70,Correct
,#VALUE!,,Animals,0,,Background,1792,1024,DCF1BF3F259109507DD72A2A36AC424D,Correct
,#VALUE!,,Singing,0,,Background,1792,1024,93BD3F903DF3D2FD33106EA2F5903E88,BadImage
,#VALUE!,,Singing,0,,Background,1792,1024,A0EC5B0359BF8688F6C45A443EE72987,Correct
,#VALUE!,,Singing,0,,Background,1792,1024,3D98F8CD39CDB90B2F6541D3EDC0E243,BadImage
,#VALUE!,,Singing,0,,Background,1792,1024,A44A6954F58BF4093670BB0AC9EB5895,BadImage
,#VALUE!,,Singing,0,,Background,1792,1024,FCFAD9370D90855E8283C247D0B788EE,Correct
,#VALUE!,,Adventures,0,,Background,1792,1024,F244E35D1C23E89E160975142CA90408,Correct
,#VALUE!,,Adventures,0,,Background,1792,1024,453A0B39E0254198903CE01C19A04A34,Correct
,#VALUE!,,Adventures,0,,Background,1792,1024,29B937CDBD438F7B393FB0DA10B7A5F7,Correct
,#VALUE!,,Adventures,0,,Background,1792,1024,9A8CAB8CEA34534850627F0D0EF116CA,Correct
,#VALUE!,,Adventures,0,,Background,1792,1024,CFFC649D0A64DAE5FC01E69C26162F16,BadImage
,#VALUE!,,Adventures,0,,Background,1792,1024,0DE6E119D765CB9C9114D5C1D8C62708,Correct
,#VALUE!,,Adventures,0,,Background,1792,1024,62D1736EDD09B8C3A46AC13AAED4FF7C,Correct
,#VALUE!,,Videogames,0,,Background,1792,1024,C7FA34D5C99D46982B602FDECDD5FC0A,Correct
,#VALUE!,,Videogames,0,,Background,1792,1024,DB78C5D7D9758EC2BC27D2AA8EEEB452,BadImage
,#VALUE!,,Videogames,0,,Background,1792,1024,6F66DF39B86DD4B481840F60C72514D2,Correct
,#VALUE!,,Videogames,0,,Background,1792,1024,4B7B3B1ECDA18FC533858F834A3B101B,Correct
,#VALUE!,,Videogames,0,,Background,1792,1024,1893092063CF9639A74BCC83C2B1E582,Correct
,#VALUE!,,Videogames,0,,Background,1792,1024,05D3F504631C35108022C6E333EFEEEA,Correct
,#VALUE!,,Videogames,0,,Background,1792,1024,E99B41BC5CDFFF4A4830F6F89D4A90D4,Correct
,#VALUE!,,Experiments,0,,Background,1792,1024,CC2C8F3FEA8CC3B8E40D85FD7465E0B8,Correct
,#VALUE!,,Experiments,0,,Background,1792,1024,7EC209198D5DA5149C95458E9989FA03,Correct
,#VALUE!,,Experiments,0,,Background,1792,1024,DF7D5447179EF01DDE91130DC367BEF9,Correct
,#VALUE!,,Experiments,0,,Background,1792,1024,D50082C924D4D8F55D40785230A96903,Correct
,#VALUE!,,Experiments,0,,Background,1792,1024,18DF67A5D79575A87AE6A6209F3E415C,Correct
,#VALUE!,,Experiments,0,,Background,1792,1024,034BC7B5E5747A7AB550A758898E98C8,Correct
,#VALUE!,,Candy,0,,Background,1792,1024,50A301288B1C075135D0D224221340E2,Correct
,#VALUE!,,Candy,0,,Background,1792,1024,25840ADBDCFE34B402C37E4E225F6CEB,Correct
,#VALUE!,,Candy,0,,Background,1792,1024,0431E1347627569E3052816A9377F7D3,Correct
