Rug,Коврик,,CVC,,,Object,87B8E5A1AA564D31392AA24360A055D6,Correct
Mug,Кружка,,CVC,,,Object,626A84AE461DD2CB321C29D1D8ADE808,BadImage
Lip,Губа,,CVC,,,Object,A9E3D8E20B516256783C488C31191C6B,Correct
Net,Сеть,,CVC,,,Object,D7B3FE898D94A3A84C4406A74937E754,Correct
Sun,Солнце,,CVC,,,Object,B1F23A69E36F4141EA672F250817208E,Correct
Pig,Свинья,,CVC,,,Object,B1E4B10FC10CF3F98DCB48CB1EDDAAF1,Correct
Zoo,Зоопарк,,CVC,,,Object,335FC89355A1E53FC54DB25F6A5BE9B5,Correct
Leg,Нога,,CVC,,,Object,9AF0B5B1821D270A423EC0F6726BDFDE,Correct
Wag,Ваг,,CVC,,,Object,242F834ABEA94FB826BEE9E7BF855C59,Correct
Jam,Варенье,,CVC,,,Object,37802EA235C56A26BC736569DF77C96E,Correct
Hen,Курица,,CVC,,,Object,9B195B0673FCF57116751FCE15F707E8,Correct
Bug,Ошибка,,CVC,,,Object,577D1D79D22ABBB7D371CF3609844B07,BadImage
Wig,Парик,,CVC,,,Object,488B89E21B29D6E9BCFDB556750C8176,Correct
Bun,Булочка,,CVC,,,Object,04BECCB0BD7ECA2A18A681E60ACAC6DD,Correct
Zip,Молния,,CVC,,,Object,8397B8EB8C11CFFF58DD48571B68ECC3,Correct
Jug,Кувшин,,CVC,,,Object,CB484F42AFDF992438CC61011D907FA2,BadImage
Ant,Муравей,,CVC,,,Object,B38EDC9C77DC63F0CF32BFBB0DB69196,Correct
Map,карта,,CVC,,,Object,BE7A6B1FDBFB0D7CBF42606E8C44512E,BadImage
Nut,Орех,,CVC,,,Object,14FC78074033AEBA98A28D2D498BCDD1,BadImage
Gum,Жвачка,,CVC,,,Object,E17F7D8A367B0B01591FFD5F3083DDFF,Correct
Kit,Набор,,CVC,,,Object,1AA799947B3E26D67C3206A35AAEECE0,Correct
Cup,Чашка,,CVC,,,Object,962FC1189609A8870557B2DF564A6F9E,Correct
Crab,Краб,,CCVC,,,Object,080C4ACB0E26EBFA00BFC96B9311A654,BadImage
Duck,Утка,,CCVC,,,Object,85268BAC1AA9E03AF13D842B3B90E5D8,Correct
Step,Шаг,,CCVC,,,Object,7A5AEBBA8EC02C16136A6656DD8470B9,Correct
Spot,Место,,CCVC,,,Object,5793D970D208B2445A12228AFF7B77B2,BadImage
Stop,Останавливаться,,CCVC,,,Object,06326A1A5879C4A0131D7E6971DFDEBE,Correct
Clap,Хлопать в ладоши,,CCVC,,,Object,21571E35FE3F2BC2F7D0B319CB993ADA,BadImage
Mask,Маска,,CCVC,,,Object,37D82F9C854708A2936C04B3CD2BB299,BadImage
Trap,Ловушка,,CCVC,,,Object,8D9F9EE069B46D5B32FD9C612E21B8DB,Correct
Clip,Клип,,CCVC,,,Object,795AC694E03248A3EBA0DFADFF8B4937,Correct
Plan,План,,CCVC,,,Object,69CDE8F08C795097EA68E95C5938C035,BadImage
Club,Клуб,,CCVC,,,Object,803EFC8A65BF6E2CA78F651B5AD14811,BadImage
Frisk,Фриск,,CCVC,,,Object,1FFC025699723CF3BBC51AB93CD9D9FF,BadImage
Trip,Путешествие,,CCVC,,,Object,123CBB93646450C0CCE0775C5F2AB1F2,Correct
Hand,Рука,,CVCC,,,Object,E1D7533B7FDD10C8F8E45D7EDF1D9629,Correct
Sock,Носок,,CVCC,,,Object,31BD353C4FB9C5D1252EF855427C9BEF,Correct
Fish,Рыба,,CVCC,,,Object,9E5A1AC384A36E5C700311769F04141D,BadImage
Pink,Розовый,,CVCC,,,Object,90C92DBA9411F48ACD13E68D79914B9F,Correct
Sand,Песок,,CVCC,,,Object,CAC2232E0E5D9BBA1B4FA21D0BF80E8B,Correct
Bush,Куст,,CVCC,,,Object,67E21AB4B752A994A67458764B80C0D2,BadImage
Bird,Птица,,CVCC,,,Object,EFBA8BB80D71B9C6E999F93422C880C7,Correct
Club,Клуб,,CVCC,,,Object,ACE0928AA4F8B443FD93C8ABEA5F27D6,BadImage
Frog,Лягушка,,CVCC,,,Object,657D3E954309E6DD4ABE74D9C572321C,BadImage
Hill,Холм,,CVCC,,,Object,D366BDD98EB61C75A74423048EE1225B,Correct
Ship,Корабль,,CVCC,,,Object,EA44F021CE38C67A6037932354DAAA84,Correct
List,Список,,CVCC,,,Object,D4CC5FF5AA346A04D93D8BDA629E3F0D,BadImage
Neck,Шея,,CVCC,,,Object,6BAFD43628660354E3E83965A714646A,BadImage
Mint,Мята,,CVCC,,,Object,A7A1D0800CF09F445D05CA25D329C850,Correct
Bark,Лаять,,CVCC,,,Object,2798921E90785854F72E6DF2C008658A,BadImage
Land,Земля,,CVCC,,,Object,9EE375A1AA31E4BC7DBD48EFE32718E6,Correct
Card,Карта,,CVCC,,,Object,E606369A997112154C8F1AB3096BE2D9,BadImage
Crab,Краб,,CVCC,,,Object,C43A25B068BDA2F9D575E9CE524E4EC6,Correct
Flag,Флаг,,CVCC,,,Object,FA30E9319AF96E118E0E564A7C918B94,Correct
Path,Путь,,CVCC,,,Object,B0212CB8D5FF4F027D284241BAA28CD5,Correct
Drum,Барабан,,CVCC,,,Object,E16B137608F94BAC0F1E8617848590B8,Correct
Nest,Гнездо,,CVCC,,,Object,310943354CFFFBB21B6FCAAEFB91426F,Correct
Risk,Риск,,CVCC,,,Object,29E18EF943BCE793C5B783E23145A9A0,Correct
Luck,Удача,,CVCC,,,Object,707209C68DDDECAC64B2B1F7FD5B2C67,BadImage
Gift,Подарок,,CVCC,,,Object,BB4DEA9DCEE95D01E6DD2C2350D4080D,Correct
Kick,Пинать,,CVCC,,,Object,72EA20940004B74B83D5A1E9A1D6BAFD,Correct
Game,Игра,,CVCe,,,Object,D80FE2DD2E4E8E611D4740669ED0D503,BadImage
Kite,Летающий змей,,CVCe,,,Object,6025DAC23E31D65C3ED223A316777225,Correct
Tune,Мелодия,,CVCe,,,Object,D682E4E6E71D6F7F55643F2B97B53866,BadImage
Nose,Нос,,CVCe,,,Object,219CE82B1EBBC88817A23729D92A4279,Correct
Date,Дата,,CVCe,,,Object,0ED314F20C7FD86CA14B8D6EC6693781,BadImage
Dove,Голубь,,CVCe,,,Object,35EF6A53514904A6648FFDA3B266173F,Correct
Hope,Надеяться,,CVCe,,,Object,3B3BB372F478AC0DDC9C916970693E19,Correct
Jade,Джейд,,CVCe,,,Object,E0ECBCA7D939D39D03653FDC2424C439,BadImage
Lime,Лайм,,CVCe,,,Object,7BDB08D8085AB145BA0C58894914C0BB,Correct
Cape,мыс,,CVCe,,,Object,382101485C02E72F51097855007FC760,Correct
Mice,Мыши,,CVCe,,,Object,51DFC405CC282339E8ECD331416D51EA,Correct
Dime,Копейки,,CVCe,,,Object,55F844E16431BA5403B45E93F0DE56C1,Correct
Hose,Шланг,,CVCe,,,Object,CABBF38A16D35E9BDF95B5A624C66401,Correct
Lake,Озеро,,CVCe,,,Object,6A19505D23ED41BF15B3B0EB0F354BDA,Correct
Wave,Волна,,CVCe,,,Object,AF101674C9B49A8F7BE4CB623CD3CBBD,Correct
Ride,Поездка,,CVCe,,,Object,F44C5928EF39834142F887119CB27FFF,BadImage
Dune,Дюна,,CVCe,,,Object,95DF1DCA45D583518873158107ACF410,Correct
Robe,Халат,,CVCe,,,Object,5077FA8DCA92220E1CEB6749685F316D,Correct
