Background,,,,Profession,Architect,9B9BBDB8202B13B84BF12D40D318CEE4,Correct
Background,,,,Profession,Astronaut,503191D1F1B542430C28020F1AA542F2,Correct
Background,,,,Profession,Barber,2AC6A96E028C680954823BAAFC59644A,Correct
Background,,,,Profession,Carpenter,85E9AADC91C111813DF992C1732024EA,Correct
Background,,,,Profession,Dentist,081D1E16FE5E8060171E39CAA88F8A3B,Correct
Background,,,,Profession,Photographer,E22FF9F1497EF701888C5392EE28C75B,Correct
Background,,,,Profession,Pilot,679ED3A52E145E8FDBE77C98050653DB,Correct
Background,#VALUE!,,,Profession,Scientist,2D9796D1BBBD3867F67DAE13F8E293EF,Correct
Object,Rocket,Р Р°РєРµС‚Р°,,Profession,Astronaut,42A5BAF5DA1ABA196123011CF5F65D98,Correct
Object,Shoes for taps,РћР±СѓРІСЊ РґР»СЏ С‡РµС‡РµС‚РєРё,,Profession,Dancer,0EB2863EEF623011FAFBE6FD24EEB721,Correct
Object,DJ-Set,DJ-set,,Profession,DJ Disc Jockey,0A5621E7241875703B7AD53F4181CB3B,Correct
Object,Soldering iron,РџР°СЏР»СЊРЅРёРє,,Profession,Electrician,69D479F62024F58C651E4F112B85361E,Correct
Object,Lawn mower,Р“Р°Р·РѕРЅРѕРєРѕСЃРёР»РєР°,,Profession,Gardener,36DD1FB989D349AD0F4EEC80B2A55326,Correct
Object,Watering can,Р›РµР№РєР°,,Profession,Gardener,27FF7B7CCD5A81369F10E5ECF8E56C04,Correct
Object,Judge hammer,РњРѕР»РѕС‚РѕРє СЃСѓРґСЊРё,,Profession,Judge,1F36163FD2553902EAB5F87B940ADED9,Correct
Object,Rob of the judge,Р РѕР±Р° СЃСѓРґСЊРё,,Profession,Judge,C0698EED9F47E5DD59D844C7E6D8F904,Correct
Object,The figurine denoting the law,РЎС‚Р°С‚СѓСЌС‚РєР° РѕР±РѕР·РЅР°С‡Р°СЋС‰Р°СЏ Р—Р°РєРѕРЅ,,Profession,Judge,BBC4B5B8C8575FB4E720ED406BA43F65,Correct
Object,The form of the postman,Р¤РѕСЂРјР° РїРѕС‡С‚Р°Р»СЊРѕРЅР°,,Profession,Mail carrier,761FB107BCA2681E714F94B967014C72,Correct
Object,Desk,РџР°СЂС‚Р°,,Profession,Teacher,07DBD7EE534CEF8C7555F725D26D8FAD,Correct
Object,Apron of the waitress,Р¤Р°СЂС‚СѓРє РѕС„РёС†РёР°РЅС‚РєРё,,Profession,WaiterWaitress,E57C46DF06273FA507191310DFA55715,Correct
Object,Feather,РџРµСЂРѕ,,Profession,Writer,6913FAA7C2AEB5BA2D39FC2602EE4EBD,Correct
Object,Bookshelf,РљРЅРёР¶РЅС‹Р№ С€РєР°С„,,Profession,Writer,2D0DBFA1ABFC97D3EC8E6428BF74F6F0,Correct
Object,Ink,Р§РµСЂРЅРёР»Р°,,Profession,Writer,59CBAE5C8CD73036015C54B40961850E,Correct
Background,#VALUE!,,,Profession,Stuntman,97CEA35F2929D048C58E389A08ED349F,Correct
Object,Red carpet,РљСЂР°СЃРЅР°СЏ РєРѕРІСЂРѕРІР°СЏ РґРѕСЂРѕР¶РєР°,,Profession,ActorActress,3BE9FB8F57E6D8601495A7745F476C61,Correct
Object,Dentist's drill,Р‘РѕСЂРјР°С€РёРЅР°,,Profession,Dentist,C38D7146E1643A11291155991C22AAF1,Correct
Object,Audio system,РњРѕС‰РЅР°СЏ РјСѓР·С‹РєР°Р»СЊРЅР°СЏ РєРѕР»РѕРЅРєР°,,Profession,DJ Disc Jockey,ADCF598F8BC41C36DE512D9B19257526,Correct
Object,Power socket,Р РѕР·РµС‚РєР°,,Profession,Electrician,DE858AEFA78B1B28184BCA340D637693,Correct
Object,Fishing hook,Р С‹Р±РѕР»РѕРІРЅС‹Рµ РєСЂСЋС‡РєРё,,Profession,Fisherman,DD1A3A469FF0AA95E6E30F2BA86C6495,Correct
Object,A bucket with fish,Р’РµРґСЂРѕ СЃ СЂС‹Р±РѕР№,,Profession,Fisherman,9D0386C6EA4E19995409FF4350236251,BadImage
Object,Carved bush,РџРѕСЃС‚СЂРёР¶РµРЅРЅС‹Р№ РєСѓСЃС‚,,Profession,Gardener,1E202890144B097D0ACFBB54BF690CD1,BadImage
Object,Pruner,РЎРµРєР°С‚РѕСЂ,,Profession,Gardener,60E92259A231944C0B91527D9CECE593,BadImage
Object,Leaf blower,Р’РѕР·РґСѓС…РѕРґСѓРІРєР°,,Profession,Gardener,2C25ABF5FF5F3AE72452EBB08D415E87,Correct
Object,Libra of justice,Р’РµСЃС‹ СЃРїСЂР°РІРµРґР»РёРІРѕСЃС‚Рё,,Profession,Judge,54485ABAA6FF6C8D27863D6E38FF1AEF,BadImage
Object,lifeguard tower,РЎРїР°СЃР°С‚РµР»СЊРЅР°СЏ РІС‹С€РєР°,,Profession,Lifeguard,D818F6FD15D06CE69C6A6C73A07B9C3E,Correct
